Frame,Timestamp,X [m],Y [m],Z [m],Doppler [m/s]
1,1732803799.392815,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
1,1732803799.392815,4.42819356918335,6.731423377990723,3.125783681869507,0.0
1,1732803799.392815,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
1,1732803799.392815,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
2,1732803799.489752,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
2,1732803799.489752,4.42819356918335,6.731423377990723,3.125783681869507,0.0
2,1732803799.489752,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
2,1732803799.489752,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
3,1732803799.586703,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
3,1732803799.586703,4.42819356918335,6.731423377990723,3.125783681869507,0.0
3,1732803799.586703,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
3,1732803799.586703,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
3,1732803799.586703,3.6432976722717285,9.312501907348633,1.2144325971603394,0.0
4,1732803799.683849,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
4,1732803799.683849,4.42819356918335,6.731423377990723,3.125783681869507,0.0
4,1732803799.683849,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
4,1732803799.683849,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
5,1732803799.783869,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
5,1732803799.783869,4.42819356918335,6.731423377990723,3.125783681869507,0.0
5,1732803799.783869,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
5,1732803799.783869,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
5,1732803799.783869,3.6432976722717285,9.312501907348633,1.2144325971603394,0.0
6,1732803799.878615,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
6,1732803799.878615,4.42819356918335,6.731423377990723,3.125783681869507,0.0
6,1732803799.878615,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
6,1732803799.878615,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
7,1732803799.97549,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
7,1732803799.97549,4.42819356918335,6.731423377990723,3.125783681869507,0.0
7,1732803799.97549,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
7,1732803799.97549,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
8,1732803800.072503,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
8,1732803800.072503,4.42819356918335,6.731423377990723,3.125783681869507,0.0
8,1732803800.072503,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
8,1732803800.072503,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
9,1732803800.169638,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
9,1732803800.169638,4.42819356918335,6.731423377990723,3.125783681869507,0.0
9,1732803800.169638,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
9,1732803800.169638,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
10,1732803800.283834,-0.05175138637423515,0.23139725625514984,-0.24840663373470306,0.0
10,1732803800.283834,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
10,1732803800.283834,4.42819356918335,6.731423377990723,3.125783681869507,0.0
10,1732803800.283834,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
10,1732803800.283834,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
10,1732803800.283834,3.6432976722717285,9.312501907348633,1.2144325971603394,0.0
11,1732803800.364789,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
11,1732803800.364789,4.42819356918335,6.731423377990723,3.125783681869507,0.0
11,1732803800.364789,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
11,1732803800.364789,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
12,1732803800.461553,-0.6443047523498535,6.978542804718018,1.288609504699707,0.0
12,1732803800.461553,4.42819356918335,6.731423377990723,3.125783681869507,0.0
12,1732803800.461553,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
12,1732803800.461553,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
13,1732803800.55844,-0.42953649163246155,6.995047092437744,1.288609504699707,0.0
13,1732803800.55844,4.42819356918335,6.731423377990723,3.125783681869507,0.0
13,1732803800.55844,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
13,1732803800.55844,3.6329474449157715,9.241523742675781,1.5137280225753784,0.0
14,1732803800.655694,0.11644062399864197,0.17300890386104584,-0.37519755959510803,0.0
14,1732803800.655694,-0.2070055454969406,0.21212495863437653,-0.3105083107948303,0.0
14,1732803800.655694,-0.42953649163246155,6.995047092437744,1.288609504699707,0.0
14,1732803800.655694,4.42819356918335,6.731423377990723,3.125783681869507,0.0
14,1732803800.655694,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
14,1732803800.655694,3.6329474449157715,9.286046028137207,1.2109824419021606,0.0
15,1732803800.752916,-0.06986437737941742,0.987583339214325,-2.0959312915802,0.0
15,1732803800.752916,-0.07331446558237076,0.8638014197349548,2.2727482318878174,0.0
15,1732803800.752916,-0.42953649163246155,6.995047092437744,1.288609504699707,0.0
15,1732803800.752916,4.42819356918335,6.731423377990723,3.125783681869507,0.0
15,1732803800.752916,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
15,1732803800.752916,3.9356930255889893,9.16183853149414,1.2109824419021606,0.0
16,1732803800.849901,-0.08280221372842789,0.2332417517900467,-0.23805633187294006,0.0
16,1732803800.849901,0.0,1.0389431715011597,2.1994338035583496,0.0
16,1732803800.849901,-0.42953649163246155,6.995047092437744,1.288609504699707,0.0
16,1732803800.849901,4.42819356918335,6.604225158691406,3.386265516281128,0.0
16,1732803800.849901,4.498920440673828,8.153413772583008,0.5623650550842285,0.0
16,1732803800.849901,3.9356930255889893,9.16183853149414,1.2109824419021606,0.0
17,1732803800.94722,-0.1414537876844406,0.9922422766685486,-2.1218068599700928,0.0
17,1732803800.94722,-0.42953649163246155,6.995047092437744,1.288609504699707,0.0
17,1732803800.94722,4.42819356918335,6.604225158691406,3.386265516281128,0.0
17,1732803800.94722,4.217737674713135,8.30235767364502,0.5623650550842285,0.0
17,1732803800.94722,3.9356930255889893,9.16183853149414,1.2109824419021606,0.0
18,1732803801.044988,-0.1414537876844406,0.9922422766685486,-2.1218068599700928,0.0
18,1732803801.044988,0.0,0.6425736546516418,-2.3460628986358643,0.0
18,1732803801.044988,-0.4278114438056946,6.966954708099365,1.2834343910217285,0.0
18,1732803801.044988,4.42819356918335,6.731423377990723,3.125783681869507,0.0
18,1732803801.044988,4.498920440673828,8.167945861816406,0.28118252754211426,0.0
19,1732803801.14268,0.17595471441745758,0.15894287824630737,-0.24840663373470306,0.0
19,1732803801.14268,-0.041401106864213943,0.22194497287273407,-0.2587569057941437,0.0
19,1732803801.14268,0.025875693187117577,0.26540523767471313,-0.33638402819633484,0.0
19,1732803801.14268,-0.021563071757555008,0.614005982875824,-0.3665723204612732,0.0
19,1732803801.14268,0.0,1.0022742748260498,-2.1218068599700928,0.0
19,1732803801.14268,0.0,6.980077266693115,1.2834343910217285,0.0
19,1732803801.14268,3.463892936706543,6.288817882537842,0.21649330854415894,0.0
19,1732803801.14268,4.42819356918335,6.731423377990723,3.125783681869507,0.0
19,1732803801.14268,4.217737674713135,8.30235767364502,0.5623650550842285,0.0
20,1732803801.239322,0.16560442745685577,0.18393774330615997,-0.23805633187294006,0.0
20,1732803801.239322,-0.041401106864213943,0.22194497287273407,-0.2587569057941437,0.0
20,1732803801.239322,0.025875693187117577,0.26540523767471313,-0.33638402819633484,0.0
20,1732803801.239322,0.14317883551120758,0.8343124985694885,-2.2192718982696533,0.0
20,1732803801.239322,-0.2139057219028473,6.9767985343933105,1.2834343910217285,0.0
20,1732803801.239322,4.42819356918335,6.604225158691406,3.386265516281128,0.0
